date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:29:45	323848/323848	---MC-	200	added ('OK')	image/png	etag:%228078d2ef4a826202d51d2af43ac3083d%22	https://framerusercontent.com/images/tgMViYdq3098X52vHuVttXXMn4.png?scale-down-to=1024&width=800&height=1200%20682w,https://framerusercontent.com/images/tgMViYdq3098X52vHuVttXXMn4.png?width=800&height=1200%20800w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/tgMViYdq3098X52vHuVttXXMn40787.png	(from https://misty-beet-923866.framer.app/properties/villa-serena)
13:29:45	348872/348872	---MC-	200	added ('OK')	image/png	etag:%22b87cbb6b0e7f4267777ffd927c0be371%22	https://framerusercontent.com/images/oCl1UkOFeWexThBWuveexUjIBOo.png?width=800&height=1200	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/oCl1UkOFeWexThBWuveexUjIBOodf7a.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy)
13:29:47	459435/459435	---MC-	200	added ('OK')	image/png	etag:%22467fb1a408e3f860e4c7a495208e5aee%22	https://framerusercontent.com/images/rGg7U7gCUVkrCFMN4QdoxtB2LbY.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/rGg7U7gCUVkrCFMN4QdoxtB2LbYc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy)
13:29:49	259427/259427	---MC-	200	added ('OK')	image/png	etag:%229528bdfb50fc296f491e5d83ce539823%22	https://framerusercontent.com/images/oCl1UkOFeWexThBWuveexUjIBOo.png?scale-down-to=1024&width=800&height=1200%20682w,https://framerusercontent.com/images/oCl1UkOFeWexThBWuveexUjIBOo.png?width=800&height=1200%20800w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/oCl1UkOFeWexThBWuveexUjIBOodf2d.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy)
13:29:50	60799/60799	---MC-	200	added ('OK')	image/png	etag:%22d525923a7294083b37916738de9e2756%22	https://framerusercontent.com/images/rGg7U7gCUVkrCFMN4QdoxtB2LbY.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/rGg7U7gCUVkrCFMN4QdoxtB2LbY.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/rGg7U7gCUVkrCFMN4QdoxtB2LbY.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/rGg7U7gCUVkrCFMN4QdoxtB2LbYf17a.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy)
13:29:51	473957/473957	---MC-	200	added ('OK')	image/png	etag:%229ab37373da0a76eb08437501861eed51%22	https://framerusercontent.com/images/YhwvDIuJBXrtLRZGDuaLRWVJUDM.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/YhwvDIuJBXrtLRZGDuaLRWVJUDMc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy)
13:29:51	527075/527075	---MC-	200	added ('OK')	image/png	etag:%228de318892678c542adbc1065cde98b60%22	https://framerusercontent.com/images/4fW2EgTvsePhg6mm76PUAqyRejE.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/4fW2EgTvsePhg6mm76PUAqyRejEc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy)
13:29:51	447524/447524	---MC-	200	added ('OK')	image/png	etag:%22e2b1d686c78991d3d51079a7f9134ce2%22	https://framerusercontent.com/images/ltZmXcD94cdguLaHM8OkNuGpJ5c.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/ltZmXcD94cdguLaHM8OkNuGpJ5cc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy)
13:29:52	61653/61653	---MC-	200	added ('OK')	image/png	etag:%224c6b868dee7445330b677210e8e474d2%22	https://framerusercontent.com/images/YhwvDIuJBXrtLRZGDuaLRWVJUDM.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/YhwvDIuJBXrtLRZGDuaLRWVJUDM.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/YhwvDIuJBXrtLRZGDuaLRWVJUDM.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/YhwvDIuJBXrtLRZGDuaLRWVJUDMdbbb.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy)
13:29:53	70631/70631	---MC-	200	added ('OK')	image/png	etag:%223bc39fa17367eb0f664ab4cc11fcef3a%22	https://framerusercontent.com/images/4fW2EgTvsePhg6mm76PUAqyRejE.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/4fW2EgTvsePhg6mm76PUAqyRejE.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/4fW2EgTvsePhg6mm76PUAqyRejE.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/4fW2EgTvsePhg6mm76PUAqyRejEd250.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy)
13:29:54	60206/60206	---MC-	200	added ('OK')	image/png	etag:%22779b286739bb7b06f57a17943b9f0ed8%22	https://framerusercontent.com/images/ltZmXcD94cdguLaHM8OkNuGpJ5c.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/ltZmXcD94cdguLaHM8OkNuGpJ5c.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/ltZmXcD94cdguLaHM8OkNuGpJ5c.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/ltZmXcD94cdguLaHM8OkNuGpJ5c8fa0.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy)
13:29:55	732587/732587	---MC-	200	added ('OK')	image/png	etag:%22864dcbfe7c51d0ebd1f63a20093258de%22	https://framerusercontent.com/images/Ue1aslB5ZFk4akK6seaUDuRE.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/Ue1aslB5ZFk4akK6seaUDuREc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy)
13:29:59	674963/674963	---MC-	200	added ('OK')	image/png	etag:%222a026a0754d38ef3ca188112ebcd801d%22	https://framerusercontent.com/images/aJV2A94sOzY7AIItjeOmFTZ45I.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/aJV2A94sOzY7AIItjeOmFTZ45Ic65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy)
13:29:59	634239/634239	---MC-	200	added ('OK')	image/png	etag:%2206182f1433b1363769d4f71199e9614a%22	https://framerusercontent.com/images/ACtRCtVwkUY3WErBNLiVuU6LXLk.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/ACtRCtVwkUY3WErBNLiVuU6LXLkc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy)
13:29:59	95400/95400	---MC-	200	added ('OK')	image/png	etag:%2200d2b86ebf90b341ccfff51a95f58233%22	https://framerusercontent.com/images/Ue1aslB5ZFk4akK6seaUDuRE.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/Ue1aslB5ZFk4akK6seaUDuRE.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/Ue1aslB5ZFk4akK6seaUDuRE.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/Ue1aslB5ZFk4akK6seaUDuRE70e5.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy)
13:30:00	92135/92135	---MC-	200	added ('OK')	image/png	etag:%22eacfc81e84c87ebc5d417c744980c7a9%22	https://framerusercontent.com/images/aJV2A94sOzY7AIItjeOmFTZ45I.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/aJV2A94sOzY7AIItjeOmFTZ45I.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/aJV2A94sOzY7AIItjeOmFTZ45I.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/aJV2A94sOzY7AIItjeOmFTZ45I5e7d.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy)
13:30:03	86509/86509	---MC-	200	added ('OK')	image/png	etag:%221bacddf69b3eb0400510579339c40ba1%22	https://framerusercontent.com/images/ACtRCtVwkUY3WErBNLiVuU6LXLk.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/ACtRCtVwkUY3WErBNLiVuU6LXLk.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/ACtRCtVwkUY3WErBNLiVuU6LXLk.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/ACtRCtVwkUY3WErBNLiVuU6LXLk16cc.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy)
13:30:07	718376/718376	---MC-	200	added ('OK')	image/png	etag:%22f32adde408b17b222ffed91167cb57fa%22	https://framerusercontent.com/images/AxIDTJrmxZ4bux70EDJEQ55HwQ.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/AxIDTJrmxZ4bux70EDJEQ55HwQc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy)
13:30:09	653609/653609	---MC-	200	added ('OK')	image/png	etag:%22ae7ab46c5635ce38889594c5fe18e69e%22	https://framerusercontent.com/images/GoGXqgjCgSYeZTgT3vUWZPObf8.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/GoGXqgjCgSYeZTgT3vUWZPObf8c65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy)
13:30:11	577955/577955	---MC-	200	added ('OK')	image/png	etag:%22bf317206c1aa51f0a450fd2257904336%22	https://framerusercontent.com/images/aLuBsJliEIU1RnWoNnbONJYyFQ.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/aLuBsJliEIU1RnWoNnbONJYyFQc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy)
13:30:12	94187/94187	---MC-	200	added ('OK')	image/png	etag:%229b335c2bcbf8bf9468ad7c36cec32f60%22	https://framerusercontent.com/images/AxIDTJrmxZ4bux70EDJEQ55HwQ.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/AxIDTJrmxZ4bux70EDJEQ55HwQ.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/AxIDTJrmxZ4bux70EDJEQ55HwQ.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/AxIDTJrmxZ4bux70EDJEQ55HwQ2617.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy)
13:30:13	91867/91867	---MC-	200	added ('OK')	image/png	etag:%2282ca8504cfdb988b0c3db8a699621693%22	https://framerusercontent.com/images/GoGXqgjCgSYeZTgT3vUWZPObf8.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/GoGXqgjCgSYeZTgT3vUWZPObf8.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/GoGXqgjCgSYeZTgT3vUWZPObf8.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/GoGXqgjCgSYeZTgT3vUWZPObf8b5b4.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy)
13:30:14	80712/80712	---MC-	200	added ('OK')	image/png	etag:%2223d169d1db2903a7641301060da7d3c9%22	https://framerusercontent.com/images/aLuBsJliEIU1RnWoNnbONJYyFQ.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/aLuBsJliEIU1RnWoNnbONJYyFQ.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/aLuBsJliEIU1RnWoNnbONJYyFQ.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/aLuBsJliEIU1RnWoNnbONJYyFQ5b04.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy)
13:30:18	725203/725203	---MC-	200	added ('OK')	image/png	etag:%22f44f2ed4b13f2cf7a26fdd43235c2652%22	https://framerusercontent.com/images/S7st5EX20hFT791jHgiTX41V3Q.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/S7st5EX20hFT791jHgiTX41V3Qc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy-copy)
13:30:20	640629/640629	---MC-	200	added ('OK')	image/png	etag:%22141c210803244ae559cd87835aa089d0%22	https://framerusercontent.com/images/kklGLWPizNDk78hqBRFam5ixz0.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/kklGLWPizNDk78hqBRFam5ixz0c65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy-copy)
13:30:23	721130/721130	---MC-	200	added ('OK')	image/png	etag:%22cd67b80597abf92283ad32f33abf003e%22	https://framerusercontent.com/images/6oGz7mBNpU32whx6gxzvCSibE.png?width=1536&height=1024	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/6oGz7mBNpU32whx6gxzvCSibEc65e.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy-copy)
13:30:24	98219/98219	---MC-	200	added ('OK')	image/png	etag:%22d1eceec85a42f081005b3367b95c53c9%22	https://framerusercontent.com/images/S7st5EX20hFT791jHgiTX41V3Q.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/S7st5EX20hFT791jHgiTX41V3Q.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/S7st5EX20hFT791jHgiTX41V3Q.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/S7st5EX20hFT791jHgiTX41V3Qa476.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy-copy)
13:30:25	87795/87795	---MC-	200	added ('OK')	image/png	etag:%22adac2a74ff353adc9aff48d6fb042fee%22	https://framerusercontent.com/images/kklGLWPizNDk78hqBRFam5ixz0.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/kklGLWPizNDk78hqBRFam5ixz0.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/kklGLWPizNDk78hqBRFam5ixz0.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/kklGLWPizNDk78hqBRFam5ixz0e02c.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy-copy)
13:30:27	100860/100860	---MC-	200	added ('OK')	image/png	etag:%22c9f638a8464fceb6f94d7a0d28c5f71e%22	https://framerusercontent.com/images/6oGz7mBNpU32whx6gxzvCSibE.png?scale-down-to=512&width=1536&height=1024%20512w,https://framerusercontent.com/images/6oGz7mBNpU32whx6gxzvCSibE.png?scale-down-to=1024&width=1536&height=1024%201024w,https://framerusercontent.com/images/6oGz7mBNpU32whx6gxzvCSibE.png?width=1536&height=1024%201536w	C:/My%20Web%20Sites/encinas/framerusercontent.com/images/6oGz7mBNpU32whx6gxzvCSibE5749.png	(from https://misty-beet-923866.framer.app/properties/villa-serena-copy-copy-copy-copy-copy)
